NAME,S1501_C01_001E: Population 18 to 24 years,S1501_C01_002E: Population 18 to 24 years - Less than high school graduate,S1501_C01_003E: Population 18 to 24 years - High school graduate (includes equivalency),S1501_C01_004E: Population 18 to 24 years - Some college or associate's degree,S1501_C01_005E: Population 18 to 24 years - Bachelor's degree or higher,S1501_C01_006E: Population 25 years and over,S1501_C01_007E: Population 25 years and over - Less than 9th grade,"S1501_C01_008E: Population 25 years and over - 9th to 12th grade, no diploma",S1501_C01_009E: Population 25 years and over - High school graduate (includes equivalency),"S1501_C01_010E: Population 25 years and over - Some college, no degree",S1501_C01_011E: Population 25 years and over - Associate's degree,S1501_C01_012E: Population 25 years and over - Bachelor's degree,S1501_C01_013E: Population 25 years and over - Graduate or professional degree,S1501_C01_014E: Population 25 years and over - High school graduate or higher,S1501_C01_015E: Population 25 years and over - Bachelor's degree or higher,S1501_C01_059E: Population 25 years and over with earnings,S1501_C01_060E: Population 25 years and over with earnings - Less than high school graduate,S1501_C01_061E: Population 25 years and over with earnings - High school graduate (includes equivalency),S1501_C01_062E: Population 25 years and over with earnings - Some college or associate's degree,S1501_C01_063E: Population 25 years and over with earnings - Bachelor's degree,S1501_C01_064E: Population 25 years and over with earnings - Graduate or professional degree,state,county,tract,B01003_001E: Total Population,B11005_001E: Total Households,B11005_002E: Households with one or more people under 18 years,B11005_012E: Family households without people under 18 years,B11005_017E: Nonfamily households without people under 18 years,B06010_002E: No income,B06010_003E: With income,"B06010_004E: $1 to $9,999 or loss","B06010_005E: $10,000 to $14,999","B06010_006E: $15,000 to $24,999","B06010_007E: $25,000 to $34,999","B06010_008E: $35,000 to $49,999","B06010_009E: $50,000 to $64,999","B06010_010E: $65,000 to $74,999","B06010_011E: $75,000 or more",STATEFP,COUNTYFP,TRACTCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,unique_id,unique_id2,unique_id3,unique_id4,County,Tract & County,WF_Present,lat,long
"Census Tract 215.04, Hamilton County, Ohio",645,31,402,174,38,3802,122,143,1453,835,321,677,251,3537,928,31963,36667,24318,31590,0,82596,39,061,021504,5995,2205,741,692,772,410,4286,607,413,956,609,714,369,271,347,,,,,,,,,,,,,,,,,,,,
"Census Tract 215.05, Hamilton County, Ohio",441,6,199,218,18,1960,50,314,576,448,123,297,152,1596,449,44240,27893,35947,43333,50893,75833,39,061,021505,3272,1097,425,315,357,442,2128,439,153,325,215,364,384,100,148,,,,,,,,,,,,,,,,,,,,
"Census Tract 215.06, Hamilton County, Ohio",280,15,85,180,0,2039,102,129,811,535,95,293,74,1808,367,36875,0,34255,36989,34792,58036,39,061,021506,3153,1094,369,352,373,285,2191,391,234,257,429,410,206,75,189,,,,,,,,,,,,,,,,,,,,
"Census Tract 215.08, Hamilton County, Ohio",438,12,280,116,30,3781,16,414,1254,609,467,588,433,3351,1021,38805,22988,33750,36402,41270,58456,39,061,021508,5490,2157,725,704,728,297,4088,545,258,797,554,789,303,157,685,,,,,,,,,,,,,,,,,,,,
"Census Tract 215.09, Hamilton County, Ohio",280,83,16,181,0,4625,143,202,1387,1349,616,711,217,4280,928,38649,30533,37708,42551,45974,0,39,061,021509,7149,2570,794,1027,749,264,4787,668,335,902,706,1127,516,90,443,,,,,,,,,,,,,,,,,,,,
"Census Tract 215.71, Hamilton County, Ohio",314,0,170,86,58,2044,5,85,635,448,174,444,253,1954,697,51128,0,56759,39151,60192,51667,39,061,021571,3039,1229,358,456,415,325,2241,240,200,259,302,348,267,303,322,,,,,,,,,,,,,,,,,,,,
"Census Tract 215.72, Hamilton County, Ohio",295,46,135,71,43,3742,97,231,796,1089,328,736,465,3414,1201,38581,27960,38798,37237,54077,31757,39,061,021572,5275,2123,649,692,782,417,3756,481,532,381,633,581,344,352,452,,,,,,,,,,,,,,,,,,,,
"Census Tract 216.02, Hamilton County, Ohio",151,0,151,0,0,2060,37,53,1041,580,137,117,95,1970,212,34606,0,32650,43281,0,0,39,061,021602,3485,1343,481,358,504,240,2348,356,262,208,466,404,248,79,325,,,,,,,,,,,,,,,,,,,,
"Census Tract 216.03, Hamilton County, Ohio",251,54,94,103,0,2433,66,92,821,636,363,309,146,2275,455,33882,0,31136,30882,52115,90694,39,061,021603,3443,1344,378,591,375,243,2531,568,169,528,289,423,206,110,238,,,,,,,,,,,,,,,,,,,,
"Census Tract 216.04, Hamilton County, Ohio",343,50,164,129,0,2593,107,185,861,746,228,387,79,2301,466,32520,41607,23981,28393,41899,70469,39,061,021604,4062,1580,626,491,463,258,2858,485,343,799,245,515,218,104,149,,,,,,,,,,,,,,,,,,,,
"Census Tract 217.01, Hamilton County, Ohio",196,41,91,30,34,1941,111,102,725,441,192,324,46,1728,370,33607,34844,33259,30192,0,48889,39,061,021701,2384,1133,125,410,598,186,2008,316,308,323,367,255,168,18,253,,,,,,,,,,,,,,,,,,,,
"Census Tract 217.02, Hamilton County, Ohio",284,40,216,28,0,3062,63,233,1105,857,458,247,99,2766,346,31149,0,29196,31944,40076,40662,39,061,021702,4626,1893,747,477,669,365,3200,609,403,640,690,453,204,90,111,,,,,,,,,,,,,,,,,,,,
"Census Tract 218.01, Hamilton County, Ohio",614,86,156,270,102,3630,39,289,1312,861,347,532,250,3302,782,33801,0,27523,33125,51520,40694,39,061,021801,5753,2232,799,572,861,522,3997,886,459,691,463,739,481,65,213,,,,,,,,,,,,,,,,,,,,
"Census Tract 218.02, Hamilton County, Ohio",230,15,76,64,75,2280,11,300,843,527,275,218,106,1969,324,31956,16572,25854,35828,59375,56667,39,061,021802,3557,1321,484,271,566,122,2426,419,277,475,350,394,271,114,126,,,,,,,,,,,,,,,,,,,,
"Census Tract 219, Hamilton County, Ohio",147,11,81,55,0,1041,34,42,564,136,53,184,28,965,212,36006,0,34375,39464,0,0,39,061,021900,1633,565,250,108,207,218,1041,194,153,194,118,190,110,32,50,,,,,,,,,,,,,,,,,,,,
"Census Tract 220, Hamilton County, Ohio",238,0,111,109,18,2567,47,83,602,498,365,681,291,2437,972,42262,0,31923,46743,42328,71361,39,061,022000,3771,1572,495,444,633,236,2659,264,178,409,345,561,382,137,383,,,,,,,,,,,,,,,,,,,,
"Census Tract 221.01, Hamilton County, Ohio",279,86,125,59,9,3361,78,132,668,891,268,942,382,3151,1324,38071,15274,27455,39730,42813,65139,39,061,022101,4597,1862,486,860,516,336,3554,448,222,604,422,587,314,184,773,,,,,,,,,,,,,,,,,,,,
"Census Tract 221.02, Hamilton County, Ohio",319,66,55,187,11,4784,180,84,1017,1422,550,983,548,4520,1531,47331,32996,28664,51271,64426,44783,39,061,022102,6768,2687,1032,957,698,335,4983,693,264,437,562,952,871,389,815,,,,,,,,,,,,,,,,,,,,
"Census Tract 222, Hamilton County, Ohio",146,48,17,21,60,3615,0,203,800,698,347,914,653,3412,1567,41366,0,25192,43681,44583,42031,39,061,022200,4517,2039,431,881,727,207,3619,442,273,658,433,559,644,134,476,,,,,,,,,,,,,,,,,,,,
"Census Tract 223.01, Hamilton County, Ohio",309,20,143,127,19,3833,347,215,1078,967,349,571,306,3271,877,27310,23525,25269,27148,51014,0,39,061,022301,6027,2399,715,616,1068,496,3972,752,387,615,780,570,223,256,389,39.0,61.0,22301.0,39061022301.0,Census Tract 223.01,G5020,S,8623045.0,10153.0,39.2898498,-84.4691999,061_022301,61_022301,,61_22301,Hamilton County,"Census Tract 223.01, Hamilton County, Ohio",1.0,39.290028,-84.46675
"Census Tract 223.02, Hamilton County, Ohio",295,31,91,67,106,4507,104,273,859,472,292,1349,1158,4130,2507,60605,25877,42019,41071,80667,82083,39,061,022302,5705,2537,532,1038,967,525,4387,473,471,380,475,487,469,412,1220,39.0,61.0,22302.0,39061022302.0,Census Tract 223.02,G5020,S,8861089.0,44882.0,39.28236,-84.3497092,061_022302,61_022302,,61_22302,Hamilton County,"Census Tract 223.02, Hamilton County, Ohio",1.0,39.282603,-84.354885
"Census Tract 224, Hamilton County, Ohio",154,0,45,13,96,1631,7,32,208,338,74,524,448,1592,972,65959,0,40714,55938,65972,90000,39,061,022400,2240,993,205,386,402,163,1714,179,66,136,137,224,233,142,597,,,,,,,,,,,,,,,,,,,,
"Census Tract 225, Hamilton County, Ohio",579,81,304,114,80,2512,56,148,674,562,244,503,325,2308,828,39443,37798,26964,38919,52012,47778,39,061,022500,3802,1666,400,383,883,394,2951,526,212,354,531,522,381,93,332,,,,,,,,,,,,,,,,,,,,
"Census Tract 226.01, Hamilton County, Ohio",316,75,72,83,86,4113,16,15,341,454,214,1171,1902,4082,3073,77500,0,30019,0,86548,100000,39,061,022601,6363,2152,1012,875,265,529,4260,546,254,225,531,392,313,172,1827,,,,,,,,,,,,,,,,,,,,
"Census Tract 226.02, Hamilton County, Ohio",124,0,41,77,6,1769,31,30,186,335,175,525,487,1708,1012,61447,0,41071,58830,62756,70000,39,061,022602,2600,1107,470,354,283,268,1847,226,52,185,212,241,276,126,529,,,,,,,,,,,,,,,,,,,,
"Census Tract 227, Hamilton County, Ohio",222,0,112,110,0,1854,32,86,1068,361,112,170,25,1736,195,24488,0,32750,24155,23378,0,39,061,022700,3359,1410,591,245,574,495,1716,616,228,380,173,171,34,8,106,,,,,,,,,,,,,,,,,,,,
"Census Tract 230.01, Hamilton County, Ohio",217,21,79,66,51,3419,188,24,998,877,107,574,651,3207,1225,45286,60854,34276,51719,39818,69293,39,061,023001,4380,2319,477,309,1533,300,3389,455,135,363,470,597,438,371,560,39.0,61.0,23001.0,39061023001.0,Census Tract 230.01,G5020,S,17536910.0,105562.0,39.284438,-84.4225035,061_023001,61_023001,,61_23001,Hamilton County,"Census Tract 230.01, Hamilton County, Ohio",1.0,39.284201,-84.416775
"Census Tract 230.02, Hamilton County, Ohio",341,22,172,80,67,4153,45,214,1427,653,540,674,600,3894,1274,47300,0,0,32150,65250,60673,39,061,023002,5367,2383,546,899,938,534,4144,504,114,723,849,423,514,272,745,39.0,61.0,23002.0,39061023002.0,Census Tract 230.02,G5020,S,3743331.0,0.0,39.2651662,-84.4022102,061_023002,61_023002,,61_23002,Hamilton County,"Census Tract 230.02, Hamilton County, Ohio",1.0,39.265166,-84.40221
"Census Tract 4161, Medina County, Ohio",241,9,150,82,0,3638,28,118,1659,911,346,409,167,3492,576,43233,43145,42167,39352,50083,74250,39,103,416100,4914,1744,532,757,455,331,3736,453,297,479,615,691,402,203,596,,,,,,,,,,,,,,,,,,,,
"Census Tract 4162, Medina County, Ohio",264,42,69,95,58,3251,27,323,892,837,266,589,317,2901,906,46044,19342,25417,45543,65455,70895,39,103,416200,4384,2108,486,670,952,206,3383,545,313,515,318,498,369,413,412,,,,,,,,,,,,,,,,,,,,
"Census Tract 4163, Medina County, Ohio",210,14,63,96,37,1899,62,131,472,462,200,328,244,1706,572,50746,15284,43875,47813,52112,84000,39,103,416300,2729,1101,361,420,320,171,2095,206,144,274,184,361,370,110,446,,,,,,,,,,,,,,,,,,,,
"Census Tract 4164, Medina County, Ohio",240,33,149,49,9,2296,67,80,1126,339,156,356,172,2149,528,40871,34099,31387,44914,69643,59167,39,103,416400,3376,1239,488,481,270,374,2335,336,132,376,398,340,256,148,349,,,,,,,,,,,,,,,,,,,,
"Census Tract 4170.01, Medina County, Ohio",335,32,145,158,0,3054,0,62,660,703,445,765,419,2992,1184,42783,0,34219,36426,49420,70500,39,103,417001,4508,1761,546,762,453,240,3354,580,153,584,396,520,406,131,584,,,,,,,,,,,,,,,,,,,,
"Census Tract 4170.02, Medina County, Ohio",157,13,59,45,40,3791,5,143,1010,674,335,1209,415,3643,1624,45747,0,31863,45922,45799,81875,39,103,417002,4755,2105,395,788,922,274,3781,417,277,475,757,628,315,225,687,,,,,,,,,,,,,,,,,,,,
"Census Tract 4171, Medina County, Ohio",542,103,150,180,109,4703,0,130,1432,716,358,1365,702,4573,2067,48806,0,43542,42153,51806,74196,39,103,417100,6760,2800,801,1118,881,477,5068,712,411,712,592,872,464,366,939,,,,,,,,,,,,,,,,,,,,
"Census Tract 4172, Medina County, Ohio",907,218,262,288,139,4819,109,210,1482,933,437,868,780,4500,1648,47888,0,32212,48017,58846,80259,39,103,417200,7087,2702,833,1085,784,731,5333,867,461,665,618,691,680,312,1039,,,,,,,,,,,,,,,,,,,,
"Census Tract 4173, Medina County, Ohio",559,114,179,216,50,3016,68,182,1105,657,222,580,202,2766,782,41715,41389,28281,41199,63427,73534,39,103,417300,4395,1904,412,602,890,291,3430,446,406,566,391,706,292,250,373,,,,,,,,,,,,,,,,,,,,
"Census Tract 9641, Meigs County, Ohio",258,70,85,88,15,2989,136,188,1380,503,328,349,105,2665,454,42857,0,32070,50231,44125,74688,39,105,964100,4170,1604,424,676,504,509,2909,687,318,443,308,407,318,191,237,,,,,,,,,,,,,,,,,,,,
"Census Tract 9642, Meigs County, Ohio",349,80,100,153,16,3309,115,243,1652,489,299,228,283,2951,511,32083,21905,23932,26789,49643,63000,39,105,964200,4315,1733,318,753,662,410,3414,743,250,844,374,505,296,196,206,,,,,,,,,,,,,,,,,,,,
"Census Tract 9643, Meigs County, Ohio",464,77,145,228,14,3027,57,431,1387,494,342,145,171,2539,316,31062,61786,23125,45054,0,0,39,105,964300,4812,1801,663,581,557,574,3221,950,300,576,399,422,192,167,215,,,,,,,,,,,,,,,,,,,,
"Census Tract 9644, Meigs County, Ohio",162,35,87,24,16,2313,152,296,959,370,329,136,71,1865,207,28935,0,23902,32900,35313,80074,39,105,964400,3212,1339,297,440,602,302,2307,649,200,464,288,376,138,66,126,,,,,,,,,,,,,,,,,,,,
"Census Tract 9645, Meigs County, Ohio",111,36,38,31,6,1993,84,339,742,429,232,112,55,1570,167,40125,19028,29375,50938,53750,0,39,105,964500,2905,1139,378,403,358,325,1919,375,220,433,180,224,182,65,240,,,,,,,,,,,,,,,,,,,,
"Census Tract 9646, Meigs County, Ohio",184,5,75,96,8,2681,91,484,1106,432,245,245,78,2106,323,33625,25523,30278,43229,0,79125,39,105,964600,3560,1474,356,572,546,408,2583,576,273,422,392,411,123,106,280,,,,,,,,,,,,,,,,,,,,
"Census Tract 9672, Mercer County, Ohio",221,34,78,108,1,2592,36,229,1375,505,145,192,110,2327,302,37223,0,38424,35082,55625,68646,39,107,967200,3472,1500,370,584,546,260,2668,405,247,509,468,507,227,43,262,,,,,,,,,,,,,,,,,,,,
"Census Tract 9673, Mercer County, Ohio",302,5,137,136,24,2968,40,198,1339,278,529,353,231,2730,584,42840,35217,41900,42437,68417,49583,39,107,967300,4429,1653,478,865,310,162,3320,501,222,477,347,692,423,207,451,,,,,,,,,,,,,,,,,,,,
"Census Tract 9674, Mercer County, Ohio",539,42,355,128,14,3126,14,247,1519,600,393,257,96,2865,353,33779,18232,41118,33333,31708,49107,39,107,967400,4854,1927,685,618,624,195,3597,530,345,903,517,597,482,59,164,,,,,,,,,,,,,,,,,,,,
"Census Tract 9675, Mercer County, Ohio",530,155,293,68,14,3751,28,201,1261,925,349,543,444,3522,987,43550,21444,34398,42088,45422,57466,39,107,967500,5411,2308,587,715,1006,209,4314,716,217,606,712,984,618,68,393,,,,,,,,,,,,,,,,,,,,
"Census Tract 9676, Mercer County, Ohio",224,9,126,74,15,1845,51,202,766,348,84,219,175,1592,394,44737,0,41000,48929,47143,56550,39,107,967600,2494,1110,216,441,453,116,2036,170,144,349,372,454,290,77,180,,,,,,,,,,,,,,,,,,,,
"Census Tract 9677, Mercer County, Ohio",419,32,172,193,22,3987,73,123,1821,612,463,674,221,3791,895,41481,0,36953,42604,46875,61944,39,107,967700,6426,2339,899,842,598,239,4290,488,382,567,529,958,683,192,491,,,,,,,,,,,,,,,,,,,,
"Census Tract 9678, Mercer County, Ohio",105,8,77,10,10,1438,10,73,659,254,180,173,89,1355,262,38482,0,29628,38500,56875,0,39,107,967800,1871,941,194,410,337,66,1537,177,181,202,248,324,204,34,167,,,,,,,,,,,,,,,,,,,,
"Census Tract 9679, Mercer County, Ohio",661,50,274,266,71,4328,68,225,1729,738,637,602,329,4035,931,44782,24950,38168,41807,66250,60461,39,107,967900,7074,2505,834,992,679,302,5099,709,228,658,644,1102,664,285,809,,,,,,,,,,,,,,,,,,,,
"Census Tract 9680, Mercer County, Ohio",339,62,107,131,39,3107,34,259,1404,394,468,400,148,2814,548,45212,41667,48547,37845,46350,64618,39,107,968000,5003,1795,570,752,473,310,3463,423,327,475,422,662,475,264,415,,,,,,,,,,,,,,,,,,,,
"Census Tract 3001, Miami County, Ohio",272,28,188,56,0,3099,64,171,1380,869,267,222,126,2864,348,31250,0,26739,33002,58472,81607,39,109,300100,4260,1679,408,711,560,204,3258,454,465,656,540,507,234,118,284,,,,,,,,,,,,,,,,,,,,
"Census Tract 3150.01, Miami County, Ohio",282,8,176,87,11,3288,35,158,1181,698,364,533,319,3095,852,44286,0,40875,33559,54554,70523,39,109,315001,4237,1788,300,882,606,385,3226,349,333,540,529,389,467,138,481,,,,,,,,,,,,,,,,,,,,
"Census Tract 3150.02, Miami County, Ohio",338,23,213,102,0,2865,114,209,1301,731,293,168,49,2542,217,36174,24286,37446,37396,35104,0,39,109,315002,4250,1739,602,517,620,264,3048,584,147,670,600,513,325,116,93,,,,,,,,,,,,,,,,,,,,
"Census Tract 3151, Miami County, Ohio",609,20,326,55,208,3810,0,203,1414,937,551,386,319,3607,705,32476,32099,28829,36155,29219,58750,39,109,315100,5732,2300,655,633,1012,511,4181,795,411,739,782,515,466,199,274,,,,,,,,,,,,,,,,,,,,
"Census Tract 3153, Miami County, Ohio",520,99,255,118,48,3705,189,459,1958,664,267,158,10,3057,168,32404,24766,30656,33923,37772,0,39,109,315300,5602,2227,596,603,1028,419,4157,822,731,744,590,684,294,133,159,,,,,,,,,,,,,,,,,,,,
"Census Tract 3201, Miami County, Ohio",227,47,64,58,58,2753,83,101,1553,547,181,235,53,2569,288,37028,23472,37216,34185,43750,62708,39,109,320100,3714,1416,335,815,266,211,2916,452,162,711,408,477,337,86,283,,,,,,,,,,,,,,,,,,,,
"Census Tract 3250, Miami County, Ohio",154,10,93,35,16,2057,89,199,790,410,309,140,120,1769,260,32500,38516,24250,27679,44141,62000,39,109,325000,2955,1185,328,382,475,168,2099,267,279,524,242,353,186,135,113,,,,,,,,,,,,,,,,,,,,
"Census Tract 3301, Miami County, Ohio",216,33,67,108,8,2422,71,185,1108,354,231,232,241,2166,473,33640,30179,29475,32188,52857,65493,39,109,330100,3522,1214,307,599,308,298,2473,287,197,512,514,307,264,137,255,,,,,,,,,,,,,,,,,,,,
"Census Tract 3401, Miami County, Ohio",351,13,156,108,74,4052,107,306,1880,890,349,361,159,3639,520,47413,25729,34531,51860,63750,69095,39,109,340100,5430,1946,539,895,512,778,3958,460,418,921,364,525,513,305,452,,,,,,,,,,,,,,,,,,,,
"Census Tract 3450, Miami County, Ohio",482,85,129,186,82,3437,18,380,1590,785,208,317,139,3039,456,27807,0,22917,40186,60417,0,39,109,345000,4849,2115,540,643,932,275,3861,611,547,855,422,658,408,229,131,,,,,,,,,,,,,,,,,,,,
"Census Tract 3501.01, Miami County, Ohio",506,30,127,237,112,3703,22,206,958,933,513,622,449,3475,1071,60772,0,50595,56688,70217,86447,39,109,350101,5327,2148,766,779,603,536,3934,503,154,392,543,423,438,313,1168,,,,,,,,,,,,,,,,,,,,
"Census Tract 3501.02, Miami County, Ohio",140,5,54,65,16,2264,36,20,440,705,209,478,376,2208,854,49545,0,36225,55779,0,76439,39,109,350102,3068,1204,360,547,297,164,2392,317,80,267,323,405,282,100,618,,,,,,,,,,,,,,,,,,,,
"Census Tract 3550.01, Miami County, Ohio",400,52,108,214,26,4256,41,230,1425,974,286,670,630,3985,1300,40079,0,32500,31418,60446,50846,39,109,355001,6085,2740,677,885,1178,409,4478,621,394,808,811,671,373,257,543,,,,,,,,,,,,,,,,,,,,
"Census Tract 3550.02, Miami County, Ohio",82,4,40,38,0,1148,28,6,326,327,131,206,124,1114,330,43803,0,31250,42589,66181,57813,39,109,355002,1657,679,219,201,259,131,1166,157,80,96,147,271,137,99,179,,,,,,,,,,,,,,,,,,,,
"Census Tract 3650.01, Miami County, Ohio",145,34,17,12,82,2262,59,129,678,378,207,412,399,2074,811,49467,0,36141,26646,74696,86875,39,109,365001,3185,1219,397,459,363,305,2216,294,165,291,347,275,159,149,536,,,,,,,,,,,,,,,,,,,,
"Census Tract 3650.02, Miami County, Ohio",497,41,114,298,44,3882,52,438,1252,772,447,588,333,3392,921,43590,2499,42115,44327,60208,51859,39,109,365002,5337,2157,446,720,991,187,4302,825,237,557,656,778,463,98,688,,,,,,,,,,,,,,,,,,,,
"Census Tract 3651.01, Miami County, Ohio",293,14,182,70,27,2289,30,83,752,507,212,445,260,2176,705,45489,20878,34605,46227,64330,70781,39,109,365101,3476,1362,486,475,401,285,2600,537,253,182,266,500,338,124,400,,,,,,,,,,,,,,,,,,,,
"Census Tract 3651.02, Miami County, Ohio",331,33,146,152,0,3534,50,86,1537,704,455,484,218,3398,702,35996,0,32338,36048,41729,64250,39,109,365102,5130,1817,612,608,597,355,3791,527,312,621,668,844,227,208,384,,,,,,,,,,,,,,,,,,,,
"Census Tract 3652, Miami County, Ohio",370,198,82,84,6,2345,73,186,885,558,228,334,81,2086,415,35500,0,29648,37892,51932,59038,39,109,365200,3749,1460,583,431,446,356,2604,426,371,551,330,383,249,120,174,,,,,,,,,,,,,,,,,,,,
"Census Tract 3653.01, Miami County, Ohio",557,134,225,185,13,3956,121,365,1128,846,425,746,325,3470,1071,39844,30774,40810,27229,46905,79900,39,109,365301,6001,2293,738,476,1079,459,4138,672,312,731,711,676,303,123,610,,,,,,,,,,,,,,,,,,,,
"Census Tract 3653.02, Miami County, Ohio",332,54,141,116,21,4146,11,215,1005,652,419,1202,642,3920,1844,53538,0,36201,51683,70323,94286,39,109,365302,6369,2065,886,814,365,348,4650,722,249,765,336,513,656,307,1102,,,,,,,,,,,,,,,,,,,,
"Census Tract 3801, Miami County, Ohio",374,19,166,129,60,5961,46,136,2019,1397,438,1292,633,5779,1925,47412,0,40296,37717,77708,68125,39,109,380100,8343,3253,874,1427,952,584,5937,803,535,710,571,991,582,228,1517,,,,,,,,,,,,,,,,,,,,
"Census Tract 3901, Miami County, Ohio",345,22,132,191,0,2548,63,126,1165,524,213,234,223,2359,457,42201,0,34219,46422,44063,71250,39,109,390100,3796,1254,354,606,294,203,2854,398,245,490,405,409,364,135,408,,,,,,,,,,,,,,,,,,,,
"Census Tract 206, Tuscarawas County, Ohio",390,106,107,109,68,3530,60,146,964,857,257,839,407,3324,1246,48088,24511,44861,34167,50879,74281,39,157,020600,5101,2109,578,610,921,396,3800,594,210,505,368,576,597,235,715,,,,,,,,,,,,,,,,,,,,
"Census Tract 207, Tuscarawas County, Ohio",569,125,150,270,24,4122,167,135,1430,1022,214,721,433,3820,1154,34623,31734,34208,27188,77520,69159,39,157,020700,6383,2239,740,950,549,607,4467,772,414,913,658,639,332,119,620,,,,,,,,,,,,,,,,,,,,
"Census Tract 208.01, Tuscarawas County, Ohio",284,57,169,43,15,1675,59,262,715,398,67,174,0,1354,174,23031,13778,22817,23269,34191,0,39,157,020801,2565,1274,339,203,732,94,1953,401,454,546,204,226,122,0,0,,,,,,,,,,,,,,,,,,,,
"Census Tract 208.02, Tuscarawas County, Ohio",337,208,49,80,0,1776,80,198,815,251,28,342,62,1498,404,35481,0,17500,26768,69722,12000,39,157,020802,2371,1255,151,447,657,184,1977,287,132,501,255,301,163,129,209,,,,,,,,,,,,,,,,,,,,
"Census Tract 209, Tuscarawas County, Ohio",255,17,83,123,32,3323,25,175,1241,671,207,515,489,3123,1004,41818,0,38688,30856,56821,44110,39,157,020900,4311,1917,375,902,640,367,3333,315,298,563,608,517,340,276,416,,,,,,,,,,,,,,,,,,,,
"Census Tract 210, Tuscarawas County, Ohio",624,47,420,34,123,3280,100,158,1630,568,305,324,195,3022,519,33290,20625,34006,26967,43906,0,39,157,021000,5100,2123,625,793,705,266,3703,938,400,601,596,541,317,112,198,,,,,,,,,,,,,,,,,,,,
"Census Tract 211, Tuscarawas County, Ohio",369,25,243,101,0,1916,129,83,882,291,159,214,158,1704,372,34432,18750,37885,29722,40648,0,39,157,021100,2865,1132,331,291,510,213,2193,341,233,583,368,311,149,103,105,,,,,,,,,,,,,,,,,,,,
"Census Tract 212, Tuscarawas County, Ohio",305,39,197,63,6,2034,68,214,1069,348,187,112,36,1752,148,36308,26042,35192,43047,40625,47000,39,157,021200,2977,1099,384,438,277,313,2171,361,214,371,370,492,207,38,118,,,,,,,,,,,,,,,,,,,,
"Census Tract 213, Tuscarawas County, Ohio",370,198,113,50,9,3021,694,225,1274,313,132,210,173,2102,383,34874,45268,27783,34023,50139,51750,39,157,021300,4900,1584,594,633,357,393,3225,528,439,298,482,575,496,147,260,,,,,,,,,,,,,,,,,,,,
"Census Tract 214, Tuscarawas County, Ohio",253,146,61,17,29,1677,200,118,761,162,72,284,80,1359,364,36236,41905,26745,33472,47188,66250,39,157,021400,2661,911,259,392,260,287,1724,252,126,362,262,331,199,60,132,,,,,,,,,,,,,,,,,,,,
"Census Tract 215.01, Tuscarawas County, Ohio",182,0,97,85,0,2332,65,139,1100,406,217,251,154,2128,405,43934,0,42635,43482,0,49464,39,157,021501,3273,1427,366,620,441,268,2378,272,267,517,265,385,262,65,345,,,,,,,,,,,,,,,,,,,,
"Census Tract 215.02, Tuscarawas County, Ohio",40,0,35,5,0,1686,25,0,825,395,101,193,147,1661,340,33992,0,33421,36250,0,85144,39,157,021502,2111,977,231,484,262,203,1676,288,56,384,213,289,154,108,184,,,,,,,,,,,,,,,,,,,,
"Census Tract 215.03, Tuscarawas County, Ohio",245,20,125,100,0,1752,34,113,966,279,133,196,31,1605,227,39914,2499,41250,37188,39327,74464,39,157,021503,2528,1032,317,440,275,245,1877,269,107,275,317,370,288,151,100,,,,,,,,,,,,,,,,,,,,
"Census Tract 216, Tuscarawas County, Ohio",229,30,111,71,17,2670,46,205,1500,412,275,163,69,2419,232,31609,24688,29231,37159,51667,0,39,157,021600,3986,1560,463,547,550,337,2760,427,251,594,503,377,314,116,178,,,,,,,,,,,,,,,,,,,,
"Census Tract 217, Tuscarawas County, Ohio",231,102,78,36,15,3846,49,396,2235,597,184,248,137,3401,385,33649,23693,33985,30787,59185,85000,39,157,021700,5375,2353,653,726,974,600,3630,605,362,806,610,377,324,256,290,,,,,,,,,,,,,,,,,,,,
"Census Tract 218, Tuscarawas County, Ohio",272,88,114,70,0,2262,148,273,1000,252,269,233,87,1841,320,41250,26042,37667,35375,53801,38398,39,157,021800,3122,1195,241,661,293,270,2310,428,157,379,234,357,562,25,168,,,,,,,,,,,,,,,,,,,,
"Census Tract 219, Tuscarawas County, Ohio",133,11,80,40,2,1694,10,55,930,295,146,139,119,1629,258,38378,0,37240,36050,44539,54861,39,157,021900,2514,888,302,377,209,153,1794,414,97,295,223,360,160,137,108,,,,,,,,,,,,,,,,,,,,
"Census Tract 220.01, Tuscarawas County, Ohio",440,126,235,43,36,2230,66,220,1044,401,233,173,93,1944,266,29907,14375,28333,29363,50114,44583,39,157,022001,3390,1250,367,464,419,331,2512,620,357,436,376,336,185,72,130,,,,,,,,,,,,,,,,,,,,
"Census Tract 220.02, Tuscarawas County, Ohio",358,0,250,76,32,2306,291,358,1063,314,101,131,48,1657,179,30550,26250,30833,23750,42813,50882,39,157,022002,3605,1441,426,441,574,327,2488,623,319,427,403,295,243,45,133,,,,,,,,,,,,,,,,,,,,
"Census Tract 501, Union County, Ohio",334,20,130,171,13,3009,76,144,1482,633,228,302,144,2789,446,41024,31731,41716,37381,45256,72083,39,159,050100,4459,1758,714,586,458,404,3008,208,134,557,441,777,376,192,323,,,,,,,,,,,,,,,,,,,,
