STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,unique_id,unique_id2,unique_id3,unique_id4,County,Tract & County,WF_Present,lat,long
39,061,002901,39061002901,29.01,Census Tract 29.01,G5020,S,458607,0,39.132434,-84.5247518,061_002901,61_002901,,61_2901,Hamilton County,"Census Tract 29.01, Hamilton County, Ohio",1,39.132434,-84.524752
39,061,024402,39061024402,244.02,Census Tract 244.02,G5020,S,27980985,192762,39.2128719,-84.3287679,061_024402,61_024402,,61_24402,Hamilton County,"Census Tract 244.02, Hamilton County, Ohio",1,39.208133,-84.32964
39,113,003403,39113003403,34.03,Census Tract 34.03,G5020,S,872516,0,39.7370459,-84.1706401,113_003403,113_003403,,113_3403,Montgomery County,"Census Tract 34.03, Montgomery County, Ohio",1,39.737046,-84.17064
39,113,040204,39113040204,402.04,Census Tract 402.04,G5020,S,4232655,11884,39.6515053,-84.1438053,113_040204,113_040204,,113_40204,Montgomery County,"Census Tract 402.04, Montgomery County, Ohio",1,39.650843,-84.142885
39,113,040303,39113040303,403.03,Census Tract 403.03,G5020,S,7548405,19100,39.6272599,-84.1266043,113_040303,113_040303,,113_40303,Montgomery County,"Census Tract 403.03, Montgomery County, Ohio",1,39.62727,-84.125023
39,113,050504,39113050504,505.04,Census Tract 505.04,G5020,S,8862096,0,39.6131576,-84.2448981,113_050504,113_050504,,113_50504,Montgomery County,"Census Tract 505.04, Montgomery County, Ohio",1,39.613159,-84.244898
39,093,097401,39093097401,974.01,Census Tract 974.01,G5020,S,6819805,0,41.4855355,-81.9942766,093_097401,93_097401,,93_97401,Lorain County,"Census Tract 974.01, Lorain County, Ohio",1,41.485535,-81.994277
39,093,013101,39093013101,131.01,Census Tract 131.01,G5020,S,16779419,19711,41.4581824,-81.9960059,093_013101,93_013101,,93_13101,Lorain County,"Census Tract 131.01, Lorain County, Ohio",1,41.460228,-81.994561
39,113,040305,39113040305,403.05,Census Tract 403.05,G5020,S,8162165,16009,39.5838867,-84.1351515,113_040305,113_040305,,113_40305,Montgomery County,"Census Tract 403.05, Montgomery County, Ohio",1,39.588781,-84.138596
39,113,040403,39113040403,404.03,Census Tract 404.03,G5020,S,2982974,0,39.6206282,-84.1702187,113_040403,113_040403,,113_40403,Montgomery County,"Census Tract 404.03, Montgomery County, Ohio",1,39.620628,-84.170219
39,113,040405,39113040405,404.05,Census Tract 404.05,G5020,S,4193105,0,39.6217013,-84.1951107,113_040405,113_040405,,113_40405,Montgomery County,"Census Tract 404.05, Montgomery County, Ohio",1,39.621701,-84.195111
39,113,050503,39113050503,505.03,Census Tract 505.03,G5020,S,7492330,0,39.6313651,-84.2612286,113_050503,113_050503,,113_50503,Montgomery County,"Census Tract 505.03, Montgomery County, Ohio",1,39.631365,-84.261228
39,061,027200,39061027200,272,Census Tract 272,G5020,S,1392873,0,39.1285775,-84.5597755,061_027200,61_027200,,61_27200,Hamilton County,"Census Tract 272, Hamilton County, Ohio",1,39.128577,-84.559776
39,113,165100,39113165100,1651,Census Tract 1651,G5020,S,3394516,58236,39.7537308,-84.2171771,113_165100,113_165100,,113_165100,Montgomery County,"Census Tract 1651, Montgomery County, Ohio",1,39.75394,-84.217042
39,113,001501,39113001501,15.01,Census Tract 15.01,G5020,S,2865193,167930,39.759602,-84.1890632,113_001501,113_001501,,113_1501,Montgomery County,"Census Tract 15.01, Montgomery County, Ohio",1,39.759887,-84.189447
39,113,165200,39113165200,1652,Census Tract 1652,G5020,S,980462,131372,39.7680036,-84.1970069,113_165200,113_165200,,113_165200,Montgomery County,"Census Tract 1652, Montgomery County, Ohio",1,39.767221,-84.198132
39,113,003404,39113003404,34.04,Census Tract 34.04,G5020,S,3241195,195446,39.7426795,-84.18909,113_003404,113_003404,,113_3404,Montgomery County,"Census Tract 34.04, Montgomery County, Ohio",1,39.742911,-84.189674
39,049,009361,39049009361,93.61,Census Tract 93.61,G5020,S,6202898,112192,39.9686043,-82.8511374,049_009361,49_009361,,49_9361,Franklin County,"Census Tract 93.61, Franklin County, Ohio",1,39.965868,-82.850179
39,061,005500,39061005500,55,Census Tract 55,G5020,S,3273967,650,39.1630495,-84.4004532,061_005500,61_005500,,61_5500,Hamilton County,"Census Tract 55, Hamilton County, Ohio",1,39.16153,-84.401555
39,061,005600,39061005600,56,Census Tract 56,G5020,S,2350118,0,39.1532678,-84.3867029,061_005600,61_005600,,61_5600,Hamilton County,"Census Tract 56, Hamilton County, Ohio",1,39.153268,-84.386703
39,061,005701,39061005701,57.01,Census Tract 57.01,G5020,S,1676278,0,39.1849079,-84.4287895,061_005701,61_005701,,61_5701,Hamilton County,"Census Tract 57.01, Hamilton County, Ohio",1,39.184908,-84.428789
39,049,006392,39049006392,63.92,Census Tract 63.92,G5020,S,4125344,61840,40.1023122,-83.0452464,049_006392,49_006392,,49_6392,Franklin County,"Census Tract 63.92, Franklin County, Ohio",1,40.101598,-83.044752
39,049,006500,39049006500,65,Census Tract 65,G5020,S,2423383,28836,40.0045889,-83.0676698,049_006500,49_006500,,49_6500,Franklin County,"Census Tract 65, Franklin County, Ohio",1,40.003068,-83.066852
39,049,006600,39049006600,66,Census Tract 66,G5020,S,2128917,26973,39.9958355,-83.0609835,049_006600,49_006600,,49_6600,Franklin County,"Census Tract 66, Franklin County, Ohio",1,39.99565,-83.060601
39,049,006710,39049006710,67.1,Census Tract 67.10,G5020,S,1722491,2336,40.0876281,-83.012765,049_006710,49_006710,,49_6710,Franklin County,"Census Tract 67.10, Franklin County, Ohio",1,40.088048,-83.0138
39,049,006721,39049006721,67.21,Census Tract 67.21,G5020,S,2825391,36968,40.1027983,-83.0233041,049_006721,49_006721,,49_6721,Franklin County,"Census Tract 67.21, Franklin County, Ohio",1,40.103485,-83.025674
39,035,198400,39035198400,1984,Census Tract 1984,G5020,S,2248838,0,41.4896831,-81.6412017,035_198400,35_198400,,35_198400,Cuyahoga County,"Census Tract 1984, Cuyahoga County, Ohio",1,41.489683,-81.641202
39,035,197100,39035197100,1971,Census Tract 1971,G5020,S,10711370,44096,41.4426159,-81.4717181,035_197100,35_197100,,35_197100,Cuyahoga County,"Census Tract 1971, Cuyahoga County, Ohio",1,41.442887,-81.474697
39,035,101201,39035101201,1012.01,Census Tract 1012.01,G5020,S,682786,0,41.4848565,-81.7362534,035_101201,35_101201,,35_101201,Cuyahoga County,"Census Tract 1012.01, Cuyahoga County, Ohio",1,41.484856,-81.736253
39,035,198000,39035198000,1980,Census Tract 1980,G5020,S,2004598,0,41.4625015,-81.6382097,035_198000,35_198000,,35_198000,Cuyahoga County,"Census Tract 1980, Cuyahoga County, Ohio",1,41.462502,-81.63821
39,035,160603,39035160603,1606.03,Census Tract 1606.03,G5020,S,247003,0,41.4899603,-81.7746531,035_160603,35_160603,,35_160603,Cuyahoga County,"Census Tract 1606.03, Cuyahoga County, Ohio",1,41.48996,-81.774653
39,035,197300,39035197300,1973,Census Tract 1973,G5020,S,908642,0,41.4769361,-81.7735742,035_197300,35_197300,,35_197300,Cuyahoga County,"Census Tract 1973, Cuyahoga County, Ohio",1,41.476936,-81.773574
39,035,198100,39035198100,1981,Census Tract 1981,G5020,S,661463,0,41.4577909,-81.6457776,035_198100,35_198100,,35_198100,Cuyahoga County,"Census Tract 1981, Cuyahoga County, Ohio",1,41.457791,-81.645778
39,035,161900,39035161900,1619,Census Tract 1619,G5020,S,902813,26055,41.4813307,-81.8259358,035_161900,35_161900,,35_161900,Cuyahoga County,"Census Tract 1619, Cuyahoga County, Ohio",1,41.48148,-81.826623
39,035,114800,39035114800,1148,Census Tract 1148,G5020,S,1254069,0,41.4797748,-81.6386524,035_114800,35_114800,,35_114800,Cuyahoga County,"Census Tract 1148, Cuyahoga County, Ohio",1,41.479775,-81.638652
39,035,199300,39035199300,1993,Census Tract 1993,G5020,S,1282014,0,41.5378825,-81.573668,035_199300,35_199300,,35_199300,Cuyahoga County,"Census Tract 1993, Cuyahoga County, Ohio",1,41.538303,-81.573896
39,035,198500,39035198500,1985,Census Tract 1985,G5020,S,1390124,0,41.4940332,-81.6210684,035_198500,35_198500,,35_198500,Cuyahoga County,"Census Tract 1985, Cuyahoga County, Ohio",1,41.494033,-81.621069
39,035,198600,39035198600,1986,Census Tract 1986,G5020,S,1941467,22437,41.4894162,-81.6088308,035_198600,35_198600,,35_198600,Cuyahoga County,"Census Tract 1986, Cuyahoga County, Ohio",1,41.489816,-81.608595
39,035,198200,39035198200,1982,Census Tract 1982,G5020,S,3812006,129857,41.4337578,-81.5899502,035_198200,35_198200,,35_198200,Cuyahoga County,"Census Tract 1982, Cuyahoga County, Ohio",1,41.433838,-81.591004
39,035,131105,39035131105,1311.05,Census Tract 1311.05,G5020,S,4542409,2014,41.4673603,-81.5108817,035_131105,35_131105,,35_131105,Cuyahoga County,"Census Tract 1311.05, Cuyahoga County, Ohio",1,41.466748,-81.509937
39,035,981000,39035981000,9810,Census Tract 9810,G5020,S,3333841,683,41.4721759,-81.4948695,035_981000,35_981000,,35_981000,Cuyahoga County,"Census Tract 9810, Cuyahoga County, Ohio",1,41.46138,-81.498425
39,035,199100,39035199100,1991,Census Tract 1991,G5020,S,840741,0,41.5239127,-81.6018018,035_199100,35_199100,,35_199100,Cuyahoga County,"Census Tract 1991, Cuyahoga County, Ohio",1,41.523913,-81.601802
39,035,172104,39035172104,1721.04,Census Tract 1721.04,G5020,S,815276,0,41.527185,-81.4422482,035_172104,35_172104,,35_172104,Cuyahoga County,"Census Tract 1721.04, Cuyahoga County, Ohio",1,41.527185,-81.442248
39,035,198300,39035198300,1983,Census Tract 1983,G5020,S,7097901,20878,41.4479818,-81.5122368,035_198300,35_198300,,35_198300,Cuyahoga County,"Census Tract 1983, Cuyahoga County, Ohio",1,41.447616,-81.516602
39,035,197000,39035197000,1970,Census Tract 1970,G5020,S,5509283,7962,41.4331099,-81.5383134,035_197000,35_197000,,35_197000,Cuyahoga County,"Census Tract 1970, Cuyahoga County, Ohio",1,41.433416,-81.537741
39,061,005702,39061005702,57.02,Census Tract 57.02,G5020,S,2568785,0,39.1743306,-84.4283593,061_005702,61_005702,,61_5702,Hamilton County,"Census Tract 57.02, Hamilton County, Ohio",1,39.174331,-84.428359
39,061,005800,39061005800,58,Census Tract 58,G5020,S,3167909,0,39.1811858,-84.4110077,061_005800,61_005800,,61_5800,Hamilton County,"Census Tract 58, Hamilton County, Ohio",1,39.181186,-84.411008
39,049,006810,39049006810,68.1,Census Tract 68.10,G5020,S,1693793,12227,40.0788931,-83.0153586,049_006810,49_006810,,49_6810,Franklin County,"Census Tract 68.10, Franklin County, Ohio",1,40.079448,-83.013319
39,049,006821,39049006821,68.21,Census Tract 68.21,G5020,S,1496546,31677,40.069352,-83.0254867,049_006821,49_006821,,49_6821,Franklin County,"Census Tract 68.21, Franklin County, Ohio",1,40.06915,-83.026057
39,049,006910,39049006910,69.1,Census Tract 69.10,G5020,S,1778042,45561,40.0876272,-83.0262338,049_006910,49_006910,,49_6910,Franklin County,"Census Tract 69.10, Franklin County, Ohio",1,40.0878,-83.027558
39,049,006921,39049006921,69.21,Census Tract 69.21,G5020,S,2680192,109256,40.0820842,-82.9956644,049_006921,49_006921,,49_6921,Franklin County,"Census Tract 69.21, Franklin County, Ohio",1,40.07724,-82.995187
39,049,006923,39049006923,69.23,Census Tract 69.23,G5020,S,1825728,0,40.0792486,-82.9818482,049_006923,49_006923,,49_6923,Franklin County,"Census Tract 69.23, Franklin County, Ohio",1,40.079249,-82.981848
39,049,006924,39049006924,69.24,Census Tract 69.24,G5020,S,1651083,0,40.0657479,-82.985599,049_006924,49_006924,,49_6924,Franklin County,"Census Tract 69.24, Franklin County, Ohio",1,40.065748,-82.985599
39,049,008210,39049008210,82.1,Census Tract 82.10,G5020,S,7465634,10360,39.9609482,-83.1039491,049_008210,49_008210,,49_8210,Franklin County,"Census Tract 82.10, Franklin County, Ohio",1,39.961775,-83.103247
39,049,008241,39049008241,82.41,Census Tract 82.41,G5020,S,4033272,351899,39.9766624,-83.0785911,049_008241,49_008241,,49_8241,Franklin County,"Census Tract 82.41, Franklin County, Ohio",1,39.976834,-83.075978
39,049,008242,39049008242,82.42,Census Tract 82.42,G5020,S,5384697,107945,39.9786014,-83.0960665,049_008242,49_008242,,49_8242,Franklin County,"Census Tract 82.42, Franklin County, Ohio",1,39.97871,-83.097634
39,049,008311,39049008311,83.11,Census Tract 83.11,G5020,S,2490743,0,39.9417347,-83.1024707,049_008311,49_008311,,49_8311,Franklin County,"Census Tract 83.11, Franklin County, Ohio",1,39.941735,-83.10247
39,049,008312,39049008312,83.12,Census Tract 83.12,G5020,S,1520682,0,39.9352608,-83.0949072,049_008312,49_008312,,49_8312,Franklin County,"Census Tract 83.12, Franklin County, Ohio",1,39.935261,-83.094907
39,049,008321,39049008321,83.21,Census Tract 83.21,G5020,S,1103174,0,39.9364936,-83.0826451,049_008321,49_008321,,49_8321,Franklin County,"Census Tract 83.21, Franklin County, Ohio",1,39.936494,-83.082645
39,061,006400,39061006400,64,Census Tract 64,G5020,S,3053618,0,39.1771209,-84.4765826,061_006400,61_006400,,61_6400,Hamilton County,"Census Tract 64, Hamilton County, Ohio",1,39.177121,-84.476583
39,049,009100,39049009100,91,Census Tract 91,G5020,S,2087380,0,39.9685524,-82.9285381,049_009100,49_009100,,49_9100,Franklin County,"Census Tract 91, Franklin County, Ohio",1,39.968553,-82.928538
39,061,007000,39061007000,70,Census Tract 70,G5020,S,1871081,8343,39.1569735,-84.5107734,061_007000,61_007000,,61_7000,Hamilton County,"Census Tract 70, Hamilton County, Ohio",1,39.154068,-84.512192
39,049,007113,39049007113,71.13,Census Tract 71.13,G5020,S,2629536,49532,40.0683461,-82.9273814,049_007113,49_007113,,49_7113,Franklin County,"Census Tract 71.13, Franklin County, Ohio",1,40.068009,-82.929135
39,061,006300,39061006300,63,Census Tract 63,G5020,S,1609365,0,39.1772193,-84.4624679,061_006300,61_006300,,61_6300,Hamilton County,"Census Tract 63, Hamilton County, Ohio",1,39.17722,-84.462468
39,061,008502,39061008502,85.02,Census Tract 85.02,G5020,S,1056804,0,39.1582709,-84.5590161,061_008502,61_008502,,61_8502,Hamilton County,"Census Tract 85.02, Hamilton County, Ohio",1,39.158271,-84.559016
39,049,002740,39049002740,27.4,Census Tract 27.40,G5020,S,1409015,0,39.9691557,-82.9184185,049_002740,49_002740,,49_2740,Franklin County,"Census Tract 27.40, Franklin County, Ohio",1,39.969156,-82.918418
39,049,005900,39049005900,59,Census Tract 59,G5020,S,780807,0,39.9391312,-82.9688229,049_005900,49_005900,,49_5900,Franklin County,"Census Tract 59, Franklin County, Ohio",1,39.939131,-82.968823
39,049,008322,39049008322,83.22,Census Tract 83.22,G5020,S,1676131,2425,39.9339285,-83.0652475,049_008322,49_008322,,49_8322,Franklin County,"Census Tract 83.22, Franklin County, Ohio",1,39.933964,-83.06384
39,049,008330,39049008330,83.3,Census Tract 83.30,G5020,S,1576545,0,39.9367616,-83.0447326,049_008330,49_008330,,49_8330,Franklin County,"Census Tract 83.30, Franklin County, Ohio",1,39.936762,-83.044732
39,049,008340,39049008340,83.4,Census Tract 83.40,G5020,S,8189074,430198,39.9247568,-83.0331914,049_008340,49_008340,,49_8340,Franklin County,"Census Tract 83.40, Franklin County, Ohio",1,39.925591,-83.030253
39,049,008350,39049008350,83.5,Census Tract 83.50,G5020,S,4484888,38882,39.9244558,-83.1063678,049_008350,49_008350,,49_8350,Franklin County,"Census Tract 83.50, Franklin County, Ohio",1,39.926173,-83.109503
39,049,008360,39049008360,83.6,Census Tract 83.60,G5020,S,4203293,16288,39.9243881,-83.0802153,049_008360,49_008360,,49_8360,Franklin County,"Census Tract 83.60, Franklin County, Ohio",1,39.923502,-83.079097
39,061,006600,39061006600,66,Census Tract 66,G5020,S,791258,0,39.1475947,-84.4835364,061_006600,61_006600,,61_6600,Hamilton County,"Census Tract 66, Hamilton County, Ohio",1,39.147595,-84.483536
39,061,006800,39061006800,68,Census Tract 68,G5020,S,1713032,0,39.1524277,-84.4948331,061_006800,61_006800,,61_6800,Hamilton County,"Census Tract 68, Hamilton County, Ohio",1,39.152428,-84.494833
39,061,006900,39061006900,69,Census Tract 69,G5020,S,1332236,3167,39.1476469,-84.5050687,061_006900,61_006900,,61_6900,Hamilton County,"Census Tract 69, Hamilton County, Ohio",1,39.148083,-84.505187
39,085,200700,39085200700,2007,Census Tract 2007,G5020,S,1895219,0,41.6123839,-81.4541868,085_200700,85_200700,,85_200700,Lake County,"Census Tract 2007, Lake County, Ohio",1,41.612384,-81.454187
39,061,007100,39061007100,71,Census Tract 71,G5020,S,2829240,51883,39.1529403,-84.5257389,061_007100,61_007100,,61_7100,Hamilton County,"Census Tract 71, Hamilton County, Ohio",1,39.154352,-84.525183
39,061,007200,39061007200,72,Census Tract 72,G5020,S,998572,0,39.1447829,-84.5302195,061_007200,61_007200,,61_7200,Hamilton County,"Census Tract 72, Hamilton County, Ohio",1,39.144783,-84.53022
39,049,002800,39049002800,28,Census Tract 28,G5020,S,1142272,0,39.9730499,-82.9648451,049_002800,49_002800,,49_2800,Franklin County,"Census Tract 28, Franklin County, Ohio",1,39.97305,-82.964845
39,049,000120,39049000120,1.2,Census Tract 1.20,G5020,S,2881574,69431,40.0510465,-83.0236812,049_000120,49_000120,,49_120,Franklin County,"Census Tract 1.20, Franklin County, Ohio",1,40.048944,-83.019288
39,049,006950,39049006950,69.5,Census Tract 69.50,G5020,S,4126506,258098,40.0775404,-83.041993,049_006950,49_006950,,49_6950,Franklin County,"Census Tract 69.50, Franklin County, Ohio",1,40.077273,-83.040727
39,049,002520,39049002520,25.2,Census Tract 25.20,G5020,S,1570638,25707,39.9752413,-82.9524679,049_002520,49_002520,,49_2520,Franklin County,"Census Tract 25.20, Franklin County, Ohio",1,39.973841,-82.952552
39,049,005620,39049005620,56.2,Census Tract 56.20,G5020,S,725523,0,39.939997,-82.9784122,049_005620,49_005620,,49_5620,Franklin County,"Census Tract 56.20, Franklin County, Ohio",1,39.939997,-82.978412
39,049,007812,39049007812,78.12,Census Tract 78.12,G5020,S,4159230,86246,40.0471725,-83.0367429,049_007812,49_007812,,49_7812,Franklin County,"Census Tract 78.12, Franklin County, Ohio",1,40.047379,-83.03613
39,049,004810,39049004810,48.1,Census Tract 48.10,G5020,S,790007,0,39.9402282,-83.0742032,049_004810,49_004810,,49_4810,Franklin County,"Census Tract 48.10, Franklin County, Ohio",1,39.940228,-83.074203
39,049,008710,39049008710,87.1,Census Tract 87.10,G5020,S,1575016,0,39.9376575,-82.9563066,049_008710,49_008710,,49_8710,Franklin County,"Census Tract 87.10, Franklin County, Ohio",1,39.937657,-82.956307
39,049,008110,39049008110,81.1,Census Tract 81.10,G5020,S,2057637,0,39.9575234,-83.1291995,049_008110,49_008110,,49_8110,Franklin County,"Census Tract 81.10, Franklin County, Ohio",1,39.957523,-83.129199
39,049,001200,39049001200,12,Census Tract 12,G5020,S,671189,0,40.0038089,-83.0017602,049_001200,49_001200,,49_1200,Franklin County,"Census Tract 12, Franklin County, Ohio",1,40.003809,-83.00176
39,049,008380,39049008380,83.8,Census Tract 83.80,G5020,S,10048963,1543953,39.9014413,-83.0277646,049_008380,49_008380,,49_8380,Franklin County,"Census Tract 83.80, Franklin County, Ohio",1,39.902116,-83.027508
39,049,008400,39049008400,84,Census Tract 84,G5020,S,2189941,653,39.9809808,-83.0561861,049_008400,49_008400,,49_8400,Franklin County,"Census Tract 84, Franklin County, Ohio",1,39.982247,-83.055497
39,049,008500,39049008500,85,Census Tract 85,G5020,S,3091005,46816,39.9755371,-83.0343739,049_008500,49_008500,,49_8500,Franklin County,"Census Tract 85, Franklin County, Ohio",1,39.976052,-83.033814
39,049,008811,39049008811,88.11,Census Tract 88.11,G5020,S,5222431,2858,39.9076058,-82.9747611,049_008811,49_008811,,49_8811,Franklin County,"Census Tract 88.11, Franklin County, Ohio",1,39.908,-82.97602
39,049,008813,39049008813,88.13,Census Tract 88.13,G5020,S,1976540,806,39.8964713,-82.954914,049_008813,49_008813,,49_8813,Franklin County,"Census Tract 88.13, Franklin County, Ohio",1,39.898046,-82.955784
39,049,008821,39049008821,88.21,Census Tract 88.21,G5020,S,4031542,824077,39.9113681,-83.0023832,049_008821,49_008821,,49_8821,Franklin County,"Census Tract 88.21, Franklin County, Ohio",1,39.913962,-82.998392
39,049,007533,39049007533,75.33,Census Tract 75.33,G5020,S,2114002,18586,40.0432684,-82.9404121,049_007533,49_007533,,49_7533,Franklin County,"Census Tract 75.33, Franklin County, Ohio",1,40.043205,-82.940424
39,049,007520,39049007520,75.2,Census Tract 75.20,G5020,S,2538639,30913,40.0176977,-82.9471745,049_007520,49_007520,,49_7520,Franklin County,"Census Tract 75.20, Franklin County, Ohio",1,40.019042,-82.94667
39,035,124500,39035124500,1245,Census Tract 1245,G5020,S,3557079,13438,41.426836,-81.8042751,035_124500,35_124500,,35_124500,Cuyahoga County,"Census Tract 1245, Cuyahoga County, Ohio",1,41.427041,-81.803438
39,049,007492,39049007492,74.92,Census Tract 74.92,G5020,S,6184860,195291,40.0367471,-82.8798616,049_007492,49_007492,,49_7492,Franklin County,"Census Tract 74.92, Franklin County, Ohio",1,40.042411,-82.878024
39,049,007425,39049007425,74.25,Census Tract 74.25,G5020,S,2494206,26075,40.0158612,-82.8862354,049_007425,49_007425,,49_7425,Franklin County,"Census Tract 74.25, Franklin County, Ohio",1,40.015685,-82.886101
39,061,007400,39061007400,74,Census Tract 74,G5020,S,751151,0,39.1623431,-84.5348286,061_007400,61_007400,,61_7400,Hamilton County,"Census Tract 74, Hamilton County, Ohio",1,39.162343,-84.534829
39,049,009336,39049009336,93.36,Census Tract 93.36,G5020,S,1698061,78605,39.9223456,-82.9254631,049_009336,49_009336,,49_9336,Franklin County,"Census Tract 93.36, Franklin County, Ohio",1,39.925838,-82.924335
39,049,006391,39049006391,63.91,Census Tract 63.91,G5020,S,6521155,116491,40.1265761,-83.0491177,049_006391,49_006391,,49_6391,Franklin County,"Census Tract 63.91, Franklin County, Ohio",1,40.125283,-83.046624
39,049,008230,39049008230,82.3,Census Tract 82.30,G5020,S,1117596,0,39.9464379,-83.1161229,049_008230,49_008230,,49_8230,Franklin County,"Census Tract 82.30, Franklin County, Ohio",1,39.946438,-83.116123
39,049,001600,39049001600,16,Census Tract 16,G5020,S,490185,0,39.9913243,-82.9979222,049_001600,49_001600,,49_1600,Franklin County,"Census Tract 16, Franklin County, Ohio",1,39.991324,-82.997922
39,049,006722,39049006722,67.22,Census Tract 67.22,G5020,S,3917375,9742,40.1018205,-83.004405,049_006722,49_006722,,49_6722,Franklin County,"Census Tract 67.22, Franklin County, Ohio",1,40.101516,-83.006461
39,049,002760,39049002760,27.6,Census Tract 27.60,G5020,S,1311443,0,39.9543156,-82.9198493,049_002760,49_002760,,49_2760,Franklin County,"Census Tract 27.60, Franklin County, Ohio",1,39.954316,-82.919849
39,049,007820,39049007820,78.2,Census Tract 78.20,G5020,S,2013821,85170,40.0221588,-83.0292618,049_007820,49_007820,,49_7820,Franklin County,"Census Tract 78.20, Franklin County, Ohio",1,40.022042,-83.027477
39,049,004620,39049004620,46.2,Census Tract 46.20,G5020,S,739801,0,39.9496827,-83.0737714,049_004620,49_004620,,49_4620,Franklin County,"Census Tract 46.20, Franklin County, Ohio",1,39.949683,-83.073771
39,049,000500,39049000500,5,Census Tract 5,G5020,S,1262282,48380,40.0208195,-83.0082107,049_000500,49_000500,,49_500,Franklin County,"Census Tract 5, Franklin County, Ohio",1,40.021416,-83.008576
39,049,008822,39049008822,88.22,Census Tract 88.22,G5020,S,5106846,787592,39.8864286,-83.0055816,049_008822,49_008822,,49_8822,Franklin County,"Census Tract 88.22, Franklin County, Ohio",1,39.886449,-82.999552
39,049,008825,39049008825,88.25,Census Tract 88.25,G5020,S,4390764,0,39.8848698,-82.9772148,049_008825,49_008825,,49_8825,Franklin County,"Census Tract 88.25, Franklin County, Ohio",1,39.88487,-82.977215
39,049,008900,39049008900,89,Census Tract 89,G5020,S,1555970,12743,39.9536781,-82.9331089,049_008900,49_008900,,49_8900,Franklin County,"Census Tract 89, Franklin County, Ohio",1,39.952526,-82.93376
39,049,009000,39049009000,90,Census Tract 90,G5020,S,2627207,37968,39.9701797,-82.9382303,049_009000,49_009000,,49_9000,Franklin County,"Census Tract 90, Franklin County, Ohio",1,39.969613,-82.938998
39,049,008730,39049008730,87.3,Census Tract 87.30,G5020,S,4662709,93440,39.9308027,-82.9428093,049_008730,49_008730,,49_8730,Franklin County,"Census Tract 87.30, Franklin County, Ohio",1,39.930379,-82.942952
39,061,004800,39061004800,48,Census Tract 48,G5020,S,2635937,0,39.1323411,-84.4169379,061_004800,61_004800,,61_4800,Hamilton County,"Census Tract 48, Hamilton County, Ohio",1,39.132341,-84.416938
39,061,004900,39061004900,49,Census Tract 49,G5020,S,4623882,0,39.1296873,-84.4452161,061_004900,61_004900,,61_4900,Hamilton County,"Census Tract 49, Hamilton County, Ohio",1,39.129687,-84.445216
39,061,007700,39061007700,77,Census Tract 77,G5020,S,2191695,48291,39.1506379,-84.5522328,061_007700,61_007700,,61_7700,Hamilton County,"Census Tract 77, Hamilton County, Ohio",1,39.149567,-84.552649
39,035,123602,39035123602,1236.02,Census Tract 1236.02,G5020,S,2293820,0,41.4407417,-81.8302311,035_123602,35_123602,,35_123602,Cuyahoga County,"Census Tract 1236.02, Cuyahoga County, Ohio",1,41.440742,-81.830231
39,035,123603,39035123603,1236.03,Census Tract 1236.03,G5020,S,1599584,0,41.4482938,-81.8110586,035_123603,35_123603,,35_123603,Cuyahoga County,"Census Tract 1236.03, Cuyahoga County, Ohio",1,41.448294,-81.811058
39,035,123700,39035123700,1237,Census Tract 1237,G5020,S,3490713,0,41.4270173,-81.8396082,035_123700,35_123700,,35_123700,Cuyahoga County,"Census Tract 1237, Cuyahoga County, Ohio",1,41.427017,-81.839608
39,035,124202,39035124202,1242.02,Census Tract 1242.02,G5020,S,875939,0,41.4360597,-81.8001139,035_124202,35_124202,,35_124202,Cuyahoga County,"Census Tract 1242.02, Cuyahoga County, Ohio",1,41.43606,-81.800114
39,035,124300,39035124300,1243,Census Tract 1243,G5020,S,1463838,0,41.4408102,-81.7852054,035_124300,35_124300,,35_124300,Cuyahoga County,"Census Tract 1243, Cuyahoga County, Ohio",1,41.44081,-81.785205
39,035,131103,39035131103,1311.03,Census Tract 1311.03,G5020,S,3307633,0,41.4917396,-81.5064992,035_131103,35_131103,,35_131103,Cuyahoga County,"Census Tract 1311.03, Cuyahoga County, Ohio",1,41.49174,-81.506499
39,035,126100,39035126100,1261,Census Tract 1261,G5020,S,1775250,0,41.550061,-81.5481316,035_126100,35_126100,,35_126100,Cuyahoga County,"Census Tract 1261, Cuyahoga County, Ohio",1,41.550061,-81.548132
39,035,133104,39035133104,1331.04,Census Tract 1331.04,G5020,S,3935665,0,41.4135094,-81.4982675,035_133104,35_133104,,35_133104,Cuyahoga County,"Census Tract 1331.04, Cuyahoga County, Ohio",1,41.41351,-81.498268
39,035,131104,39035131104,1311.04,Census Tract 1311.04,G5020,S,2449334,18806,41.4897456,-81.4915397,035_131104,35_131104,,35_131104,Cuyahoga County,"Census Tract 1311.04, Cuyahoga County, Ohio",1,41.490974,-81.491586
39,035,132100,39035132100,1321,Census Tract 1321,G5020,S,3905440,0,41.4034868,-81.5355389,035_132100,35_132100,,35_132100,Cuyahoga County,"Census Tract 1321, Cuyahoga County, Ohio",1,41.403487,-81.535539
