STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,unique_id,unique_id2,unique_id3,unique_id4,County,Concat_cou,Concat_c_1,Concat_c_2,Concat_c_3,Concat_c_4,Concat_c_5,Concat_c_6,Concat_c_7,Concat_c_8,Concat_c_9,Concat_c10,Concat_c11,Concat_c12,Concat_c13,Concat_c14,Concat_c15,Concat_c16,Concat_c17,Concat_c18,Concat_c19,Concat_c20,Concat_c21,Concat_c22,Concat_c23,Concat_c24,Concat_c25,Concat_c26,Concat_c27,TPop_Int,Tract_Lat,Tract_Long
"39","103","413000","39103413000","4130",Census Tract 4130,G5020,S,"65076563","0","+41.0254240","-081.8325625",103_413000,103_413000,,103_413000,Medina County,"Census Tract 4130, Medina County, Ohio","395","142","103","98","52","4230","20","152","1576","772","494","905","311","4058","1216","548","548","107","729","729","412","1621","39","103","413000","5982",103_413000,"5982",41.025428,-81.832563
"39","103","415100","39103415100","4151",Census Tract 4151,G5020,S,"6396295","0","+41.2586218","-081.7941743",103_415100,103_415100,,103_415100,Medina County,"Census Tract 4151, Medina County, Ohio","244","18","69","92","65","2986","10","111","674","618","334","831","408","2865","1239","644","631","278","599","573","314","1362","39","103","415100","4544",103_415100,"4544",41.258623,-81.794175
"39","103","415200","39103415200","4152",Census Tract 4152,G5020,S,"4673723","6823","+41.2490368","-081.8139338",103_415200,103_415200,,103_415200,Medina County,"Census Tract 4152, Medina County, Ohio","611","92","217","267","35","2822","51","83","900","751","244","589","204","2688","793","404","404","211","512","481","173","1162","39","103","415200","4439",103_415200,"4439",41.249193,-81.812689
"39","033","974400","39033974400","9744",Census Tract 9744,G5020,S,"17526288","134162","+40.8229737","-082.9725935",033_974400,33_974400,,33_974400,Crawford County,"Census Tract 9744, Crawford County, Ohio","185","57","76","52","0","2205","50","242","1152","338","268","59","96","1913","155","339","298","13","441","432","28","890","39","33","974400","2991",33_974400,"2991",40.822817,-82.972650
"39","033","974900","39033974900","9749",Census Tract 9749,G5020,S,"23216252","26100","+40.7748767","-082.7577567",033_974900,33_974900,,33_974900,Crawford County,"Census Tract 9749, Crawford County, Ohio","301","41","87","161","12","1983","36","211","886","242","354","232","22","1736","254","407","314","104","223","212","31","901","39","33","974900","3021",33_974900,"3021",40.776048,-82.756572
"39","033","974100","39033974100","9741",Census Tract 9741,G5020,S,"264483826","417327","+40.9349464","-082.8393513",033_974100,33_974100,,33_974100,Crawford County,"Census Tract 9741, Crawford County, Ohio","280","24","137","108","11","2382","49","137","1185","426","278","214","93","2196","307","372","372","96","434","377","50","970","39","33","974100","3520",33_974100,"3520",40.937181,-82.838009
"39","033","974200","39033974200","9742",Census Tract 9742,G5020,S,"393825909","299289","+40.8410717","-083.0351277",033_974200,33_974200,,33_974200,Crawford County,"Census Tract 9742, Crawford County, Ohio","317","26","209","75","7","2656","34","80","1381","492","265","255","149","2542","404","322","322","59","429","429","38","1198","39","33","974200","3701",33_974200,"3701",40.838911,-83.033602
"39","033","975000","39033975000","9750",Census Tract 9750,G5020,S,"19170319","97279","+40.7537769","-082.7915672",033_975000,33_975000,,33_975000,Crawford County,"Census Tract 9750, Crawford County, Ohio","381","53","193","114","21","2530","82","107","1026","566","232","321","196","2341","517","346","330","137","541","518","149","810","39","33","975000","3790",33_975000,"3790",40.753015,-82.789638
"39","021","011506","39021011506","115.06",Census Tract 115.06,G5020,S,"102867212","66598","+40.1501367","-083.5572641",021_011506,21_011506,,21_11506,Champaign County,"Census Tract 115.06, Champaign County, Ohio","156","16","73","52","15","2000","19","154","944","442","161","225","55","1827","280","460","450","83","330","296","52","769","39","21","11506","2905",21_11506,"2905",40.165204,-83.545061
"39","021","011504","39021011504","115.04",Census Tract 115.04,G5020,S,"188878167","92048","+40.0774589","-083.6913058",021_011504,21_011504,,21_11504,Champaign County,"Census Tract 115.04, Champaign County, Ohio","143","28","65","48","2","4005","32","264","1778","761","358","391","421","3709","812","477","457","35","560","547","42","1698","39","21","11504","5289",21_11504,"5289",40.069537,-83.691871
"39","021","011501","39021011501","115.01",Census Tract 115.01,G5020,S,"250852417","341967","+40.1980105","-083.7936255",021_011501,21_011501,,21_11501,Champaign County,"Census Tract 115.01, Champaign County, Ohio","244","62","135","47","0","3143","44","170","1345","560","315","505","204","2929","709","531","425","133","493","467","92","1334","39","21","11501","4449",21_11501,"4449",40.195388,-83.793322
"39","025","041404","39025041404","414.04",Census Tract 414.04,G5020,S,"3811475","2406","+39.0758650","-084.3044042",025_041404,25_041404,,25_41404,Clermont County,"Census Tract 414.04, Clermont County, Ohio","677","68","151","302","156","3337","27","223","812","767","410","634","464","3087","1098","761","692","247","757","746","280","936","39","25","41404","5049",25_41404,"5049",39.076002,-84.303671
"39","025","041900","39025041900","419",Census Tract 419,G5020,S,"109242460","1821470","+38.9519291","-084.1017330",025_041900,25_041900,,25_41900,Clermont County,"Census Tract 419, Clermont County, Ohio","449","13","303","62","71","3976","126","304","1852","859","224","419","192","3546","611","573","537","207","587","482","52","1838","39","25","41900","5708",25_41900,"5708",38.949578,-84.092013
"39","051","040200","39051040200","402",Census Tract 402,G5020,S,"16751666","90993","+41.5826204","-083.9004551",051_040200,51_040200,,51_40200,Fulton County,"Census Tract 402, Fulton County, Ohio","223","0","96","119","8","3345","40","175","1325","714","488","429","174","3130","603","600","600","127","656","572","96","1160","39","51","40200","4503",51_40200,"4503",41.579704,-83.901901
"39","051","040500","39051040500","405",Census Tract 405,G5020,S,"235044068","940992","+41.6009139","-084.0616049",051_040500,51_040500,,51_40500,Fulton County,"Census Tract 405, Fulton County, Ohio","566","31","172","131","232","3226","48","101","1309","844","478","304","142","3077","446","402","402","111","632","632","87","1474","39","51","40500","4869",51_40500,"4869",41.602195,-84.057780
"39","051","040300","39051040300","403",Census Tract 403,G5020,S,"88569028","379102","+41.5222680","-083.9434922",051_040300,51_040300,,51_40300,Fulton County,"Census Tract 403, Fulton County, Ohio","451","153","135","114","49","3409","34","172","1624","730","380","338","131","3203","469","564","532","109","527","495","21","1546","39","51","40300","4663",51_40300,"4663",41.530059,-83.941733
"39","061","005200","39061005200","52",Census Tract 52,G5020,S,"1196420","0","+39.1509156","-084.4371694",061_005200,61_005200,,61_5200,Hamilton County,"Census Tract 52, Hamilton County, Ohio","391","0","32","93","266","2402","17","36","185","287","88","1031","758","2349","1789","1090","1075","1003","501","501","335","588","39","61","5200","3235",61_5200,"3235",39.150916,-84.437169
"39","061","026200","39061026200","262",Census Tract 262,G5020,S,"25146789","1501363","+39.1821574","-084.7698796",061_026200,61_026200,,61_26200,Hamilton County,"Census Tract 262, Hamilton County, Ohio","153","41","72","21","19","976","44","175","520","119","66","25","27","757","52","201","170","12","150","114","4","493","39","61","26200","1441",61_26200,"1441",39.178262,-84.771588
"39","061","023901","39061023901","239.01",Census Tract 239.01,G5020,S,"4665315","18888","+39.2555417","-084.3491076",061_023901,61_023901,,61_23901,Hamilton County,"Census Tract 239.01, Hamilton County, Ohio","251","45","71","98","37","3260","40","18","475","480","136","1210","901","3202","2111","408","408","275","514","506","381","1284","39","61","23901","4436",61_23901,"4436",39.254841,-84.348367
"39","103","417200","39103417200","4172",Census Tract 4172,G5020,S,"14399427","0","+41.0071040","-081.7089056",103_417200,103_417200,,103_417200,Medina County,"Census Tract 4172, Medina County, Ohio","907","218","262","288","139","4819","109","210","1482","933","437","868","780","4500","1648","953","933","354","760","704","270","2097","39","103","417200","7087",103_417200,"7087",41.007105,-81.708906
"39","033","974600","39033974600","9746",Census Tract 9746,G5020,S,"19915467","3893","+40.7736995","-082.9456538",033_974600,33_974600,,33_974600,Crawford County,"Census Tract 9746, Crawford County, Ohio","172","87","67","18","0","2081","72","200","1115","272","167","236","19","1809","255","435","420","45","230","206","30","692","39","33","974600","2836",33_974600,"2836",40.781650,-82.955301
"39","103","417300","39103417300","4173",Census Tract 4173,G5020,S,"19337666","21479","+41.0072009","-081.7549839",103_417300,103_417300,,103_417300,Medina County,"Census Tract 4173, Medina County, Ohio","559","114","179","216","50","3016","68","182","1105","657","222","580","202","2766","782","497","497","160","578","540","202","1202","39","103","417300","4395",103_417300,"4395",41.006789,-81.757643
"39","035","981100","39035981100","9811",Census Tract 9811,G5020,S,"2902957","0","+41.4070955","-081.8282371",035_981100,35_981100,,35_981100,Cuyahoga County,"Census Tract 9811, Cuyahoga County, Ohio","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","35","981100","0",35_981100,"0",41.407096,-81.828236
"39","129","021401","39129021401","214.01",Census Tract 214.01,G5020,S,"88683867","469613","+39.7590338","-083.2043515",129_021401,129_021401,,129_21401,Pickaway County,"Census Tract 214.01, Pickaway County, Ohio","100","53","39","5","3","2531","26","410","889","547","250","270","139","2095","409","668","388","85","243","195","19","908","39","129","21401","3493",129_21401,"3493",39.760113,-83.199287
"39","139","002400","39139002400","24",Census Tract 24,G5020,S,"26802654","16954","+40.7682022","-082.6147672",139_002400,139_002400,,139_2400,Richland County,"Census Tract 24, Richland County, Ohio","357","34","113","47","163","4106","63","176","1377","1093","404","544","449","3867","993","593","508","158","630","614","350","1674","39","139","2400","5565",139_2400,"5565",40.765731,-82.610883
"39","139","002700","39139002700","27",Census Tract 27,G5020,S,"124057644","471468","+40.8644229","-082.5860522",139_002700,139_002700,,139_2700,Richland County,"Census Tract 27, Richland County, Ohio","293","43","104","124","22","3719","21","257","1710","657","314","334","426","3441","760","245","245","84","449","431","177","1799","39","139","2700","5402",139_2700,"5402",40.857742,-82.573294
"39","139","002900","39139002900","29",Census Tract 29,G5020,S,"194674526","689677","+40.9203690","-082.4844532",139_002900,139_002900,,139_2900,Richland County,"Census Tract 29, Richland County, Ohio","331","196","78","57","0","2565","334","176","1098","447","147","179","184","2055","363","459","329","54","486","406","108","941","39","139","2900","4171",139_2900,"4171",40.918668,-82.481857
"39","139","002101","39139002101","21.01",Census Tract 21.01,G5020,S,"9350781","53657","+40.7147847","-082.5432902",139_002101,139_002101,,139_2101,Richland County,"Census Tract 21.01, Richland County, Ohio","289","0","170","85","34","3739","155","183","971","999","204","853","374","3401","1227","468","468","270","429","429","144","1288","39","139","2101","4944",139_2101,"4944",40.715267,-82.543021
"39","153","532901","39153532901","5329.01",Census Tract 5329.01,G5020,S,"25498609","59421","+41.1828813","-081.5530077",153_532901,153_532901,,153_532901,Summit County,"Census Tract 5329.01, Summit County, Ohio","71","19","29","16","7","1159","0","32","265","270","112","337","143","1127","480","102","95","38","156","147","56","589","39","153","532901","1457",153_532901,"1457",41.182745,-81.555559
"39","153","532902","39153532902","5329.02",Census Tract 5329.02,G5020,S,"16759181","101132","+41.1771447","-081.5109597",153_532902,153_532902,,153_532902,Summit County,"Census Tract 5329.02, Summit County, Ohio","950","133","333","352","132","6164","43","145","1435","1208","479","1720","1134","5976","2854","903","851","436","1037","988","498","2591","39","153","532902","9446",153_532902,"9446",41.174487,-81.510112
"39","153","531405","39153531405","5314.05",Census Tract 5314.05,G5020,S,"8821311","0","+40.9819258","-081.4528271",153_531405,153_531405,,153_531405,Summit County,"Census Tract 5314.05, Summit County, Ohio","303","18","76","112","97","3098","30","156","890","674","162","876","310","2912","1186","517","488","235","735","715","453","1189","39","153","531405","4696",153_531405,"4696",40.981924,-81.452827
"39","113","000900","39113000900","9",Census Tract 9,G5020,S,"1112156","0","+39.7735562","-084.2084025",113_000900,113_000900,,113_900,Montgomery County,"Census Tract 9, Montgomery County, Ohio","132","33","48","36","15","2003","105","201","697","378","125","350","147","1697","497","596","541","96","189","141","82","769","39","113","900","2798",113_900,"2798",39.773556,-84.208403
"39","113","070101","39113070101","701.01",Census Tract 701.01,G5020,S,"43867862","0","+39.7888089","-084.3375382",113_070101,113_070101,,113_70101,Montgomery County,"Census Tract 701.01, Montgomery County, Ohio","307","79","131","97","0","3221","87","192","1125","842","312","455","208","2942","663","792","731","215","462","462","99","1126","39","113","70101","4634",113_70101,"4634",39.788818,-84.337538
"39","113","090302","39113090302","903.02",Census Tract 903.02,G5020,S,"15688165","899940","+39.7994257","-084.1325931",113_090302,113_090302,,113_90302,Montgomery County,"Census Tract 903.02, Montgomery County, Ohio","575","33","269","247","26","4621","76","565","1493","1524","433","296","234","3980","530","884","740","100","734","568","169","2187","39","113","90302","6916",113_90302,"6916",39.800231,-84.131273
"39","033","975300","39033975300","9753",Census Tract 9753,G5020,S,"16710714","19250","+40.7253393","-082.7540930",033_975300,33_975300,,33_975300,Crawford County,"Census Tract 9753, Crawford County, Ohio","279","32","142","47","58","2339","119","265","1086","634","71","94","70","1955","164","371","307","36","320","320","41","862","39","33","975300","3176",33_975300,"3176",40.726260,-82.754782
"39","113","003100","39113003100","31",Census Tract 31,G5020,S,"1015289","10956","+39.7261521","-084.1469281",113_003100,113_003100,,113_3100,Montgomery County,"Census Tract 31, Montgomery County, Ohio","80","30","18","32","0","2372","56","265","681","687","246","294","143","2051","437","488","446","101","478","404","34","948","39","113","3100","2975",113_3100,"2975",39.726137,-84.147848
"39","113","021700","39113021700","217",Census Tract 217,G5020,S,"1958217","0","+39.6752083","-084.1342164",113_021700,113_021700,,113_21700,Montgomery County,"Census Tract 217, Montgomery County, Ohio","201","9","82","110","0","1762","4","48","423","398","256","440","193","1710","633","340","340","155","235","206","122","567","39","113","21700","2427",113_21700,"2427",39.675208,-84.134217
"39","063","000902","39063000902","9.02",Census Tract 9.02,G5020,S,"3287089","21819","+41.0448745","-083.6549180",063_000902,63_000902,,63_902,Hancock County,"Census Tract 9.02, Hancock County, Ohio","1609","8","345","1182","74","1935","42","47","842","548","52","380","24","1846","404","700","664","132","304","304","0","620","39","63","902","4315",63_902,"4315",41.049468,-83.659240
